Date,Open
2015-01-02,13.529913760600044
2015-01-05,13.36157031878229
2015-01-06,13.400848815139456
2015-01-07,13.437322624547985
2015-01-08,13.605678645306584
2015-01-09,13.807700446650355
2015-01-12,13.577620058949016
2015-01-13,13.341925584399178
2015-01-14,12.949102420909394
2015-01-15,12.81442041322346
2015-01-16,12.831255673778822
2015-01-20,13.07536476530213
2015-01-21,12.83405924908254
2015-01-22,12.82003407542907
2015-01-23,13.036083128661348
2015-01-26,13.036083970253017
2015-01-27,12.95191019811303
2015-01-28,12.929461944770537
2015-01-29,12.702187789244576
2015-01-30,12.660100842791412
2015-02-02,12.79758268983479
2015-02-03,13.181991206762376
2015-02-04,13.165153128326784
2015-02-05,13.406461950312337
2015-02-06,13.644957814818111
2015-02-09,13.748776539095095
2015-02-10,13.6674073917844
2015-02-11,13.616899919674928
2015-02-12,13.830144461654251
2015-02-13,13.984469613397545
2015-02-17,13.891875718579717
2015-02-18,13.939579072382877
2015-02-19,13.92273945221001
2015-02-20,14.099509837785499
2015-02-23,14.287504171458176
2015-02-24,14.24822041601453
2015-02-25,14.211745478197882
2015-02-26,14.242608885641394
2015-02-27,14.172463508919046
2015-03-02,14.133183829489655
2015-03-03,14.281893219468895
2015-03-04,14.172464563196161
2015-03-05,14.32117649318204
2015-03-06,14.214549952206426
2015-03-09,14.102315676872843
2015-03-10,14.11634198085416
2015-03-11,13.959308425350802
2015-03-12,13.917095146766208
2015-03-13,14.088773876215646
2015-03-16,14.246376196427116
2015-03-17,14.226677221930627
2015-03-18,14.249190831761746
2015-03-19,13.888954447918612
2015-03-20,14.243564692880383
2015-03-23,14.184458697537806
2015-03-24,14.130990207511413
2015-03-25,14.102842785160156
2015-03-26,13.793266210950309
2015-03-27,13.897394721098744
2015-03-30,14.024040431056843
2015-03-31,14.249192218302117
2015-04-01,14.252007604833453
2015-04-02,14.187277797847466
2015-04-06,13.964941748133427
2015-04-07,14.26326074889546
2015-04-08,14.063441183775927
2015-04-09,14.032483539014162
2015-04-10,14.102845105841526
2015-04-13,14.204164836496846
2015-04-14,14.13380008098669
2015-04-15,13.987450126935016
2015-04-16,13.911467591489254
2015-04-17,13.953681242327438
2015-04-20,13.700388117503644
2015-04-21,13.615956798181774
2015-04-22,13.720090478382465
2015-04-23,13.711645228482723
2015-04-24,13.888954289110107
2015-04-27,13.686317415218134
2015-04-28,13.59062684910756
2015-04-29,13.88613765526758
2015-04-30,13.75949144041248
2015-05-01,13.74541989254077
2015-05-04,13.852363201461769
2015-05-05,13.942422352125105
2015-05-06,13.911468863951258
2015-05-07,13.770745113126079
2015-05-08,14.150686731204212
2015-05-11,14.249191174667217
2015-05-12,14.257638041085498
2015-05-13,14.20979261093736
2015-05-14,14.375838325370893
2015-05-15,14.527816679355295
2015-05-18,14.41805640673018
2015-05-19,14.741704126402379
2015-05-20,14.691050499689968
2015-05-21,14.555955847161758
2015-05-22,14.67416399455846
2015-05-26,14.775479798466739
2015-05-27,14.631949454079209
2015-05-28,14.55877115457491
2015-05-29,14.71638306717859
2015-06-01,14.648833070317664
2015-06-02,14.502486556918702
2015-06-03,14.584098262704847
2015-06-04,14.567213233363093
2015-06-05,14.440572894337917
2015-06-08,14.235119583751741
2015-06-09,14.114100187692701
2015-06-10,14.190486175284462
2015-06-11,14.413933621547532
2015-06-12,14.436560560550147
2015-06-15,14.266856495467174
2015-06-16,14.227254752764509
2015-06-17,14.31211079673964
2015-06-18,14.529897202811071
2015-06-19,14.394136684942305
2015-06-22,14.320597181673797
2015-06-23,14.363024692357364
2015-06-24,14.278171500752403
2015-06-25,14.108460435379019
2015-06-26,14.14805531267447
2015-06-29,13.947233397136795
2015-06-30,13.822784106052586
2015-07-01,13.802982139566115
2015-07-02,13.88217911375525
2015-07-06,13.88217891361777
2015-07-07,13.771867601138858
2015-07-08,13.737930405571845
2015-07-09,13.75772673295538
2015-07-10,14.190486761766838
2015-07-13,14.41676246406013
2015-07-14,14.331905921606113
2015-07-15,14.442221173162682
2015-07-16,14.583644724694924
2015-07-17,14.628896403539692
2015-07-20,14.648696560557532
2015-07-21,14.637382095236477
2015-07-22,14.416760258472422
2015-07-23,14.394137442773943
2015-07-24,14.609103222389507
2015-07-27,14.640212110807271
2015-07-28,14.512929652844095
2015-07-29,14.306454217651975
2015-07-30,14.39413641850319
2015-07-31,14.589300552088865
2015-08-03,14.337567674333231
2015-08-04,14.453531931228536
2015-08-05,14.589304480979559
2015-08-06,14.911750819825004
2015-08-07,14.858005584485133
2015-08-10,15.087113255446976
2015-08-11,15.081457913743073
2015-08-12,14.923062972351437
2015-08-13,15.013565978082935
2015-08-14,15.169139480251575
2015-08-17,15.28793494100772
2015-08-18,15.35299126248075
2015-08-19,15.290760832754762
2015-08-20,15.121052672989583
2015-08-21,14.891951180864137
2015-08-24,13.882178413361485
2015-08-25,14.391304281861366
2015-08-26,14.179170216266082
2015-08-27,14.210286893819527
2015-08-28,14.456364026881092
2015-08-31,14.462017379759256
2015-09-01,14.16785733797124
2015-09-02,14.320595295740919
2015-09-03,14.422419287237984
2015-09-04,14.337567460263537
2015-09-08,14.442222365934796
2015-09-09,14.895726600080742
2015-09-10,14.463724904100843
2015-09-11,14.546144757668156
2015-09-14,14.710991517281997
2015-09-15,14.699622295836091
2015-09-16,14.634252900352001
2015-09-17,14.733725013985408
2015-09-18,14.25340576894846
2015-09-21,14.455195777776396
2015-09-22,14.350042269009448
2015-09-23,14.49498836656846
2015-09-24,14.668355354203344
2015-09-25,14.907099817023543
2015-09-28,15.148680775694917
2015-09-29,14.787729636547429
2015-09-30,14.90141896357208
2015-10-01,15.194162412699376
2015-10-02,14.685412998185406
2015-10-05,15.094681855001339
2015-10-06,15.231104122702849
2015-10-07,15.276580554118327
2015-10-08,15.108891897523447
2015-10-09,15.296476492072198
2015-10-12,15.114577764561103
2015-10-13,15.293637664604777
2015-10-14,15.279426150332112
2015-10-15,15.29647924315148
2015-10-16,15.631851335392014
2015-10-19,15.566480223496695
2015-10-20,15.742693721339217
2015-10-21,15.930277978526348
2015-10-22,15.725640896902428
2015-10-23,16.802820689977484
2015-10-26,16.748820368775064
2015-10-27,16.529968185752196
2015-10-28,16.76018530500502
2015-10-29,16.774397749090724
2015-10-30,16.839766384557652
2015-11-02,16.555552590857623
2015-11-03,16.990402422051464
2015-11-04,16.839766437033838
2015-11-05,16.527134807433825
2015-11-06,16.680608138796526
2015-11-09,16.515763626058995
2015-11-10,16.33386413119418
2015-11-11,16.623762130737305
2015-11-12,16.475970355465115
2015-11-13,16.296909398879528
2015-11-16,16.03259107143313
2015-11-17,16.234385994202118
2015-11-18,16.367975317253073
2015-11-19,16.564075700743093
2015-11-20,16.871031992480553
2015-11-23,16.99324022588051
2015-11-24,16.66070989947199
2015-11-25,16.623759936610572
2015-11-27,16.66071485735985
2015-11-30,16.75166590352284
2015-12-01,16.737450170529122
2015-12-02,16.748823395339357
2015-12-03,16.6862952112526
