Date,Open
,MSFT
2015-01-02,39.91315626644015
2015-01-05,39.665095954770436
2015-01-06,39.67364662264987
2015-01-07,39.33148661671331
2015-01-08,39.9901546503436
2015-01-09,40.72580290719267
2015-01-12,40.56326279960484
2015-01-13,40.178325415402846
2015-01-14,39.31436538696289
2015-01-15,39.53678242270102
2015-01-16,38.75836782766626
2015-01-20,39.60521487489863
2015-01-21,39.29727510474136
2015-01-22,39.673640148538794
2015-01-23,40.51192889440509
2015-01-26,40.20399469658874
2015-01-27,36.73961081577637
2015-01-28,36.559971640563525
2015-01-29,35.011707859815225
2015-01-30,35.54205124180027
2015-02-02,34.72086076802237
2015-02-03,35.610480325766765
2015-02-04,35.87565065574772
2015-02-05,36.11516994272131
2015-02-06,36.50864656701216
2015-02-09,36.1322881324168
2015-02-10,36.55998304283712
2015-02-11,36.48299661302191
2015-02-12,36.491550854201364
2015-02-13,37.10743835789441
2015-02-17,37.87978535492591
2015-02-18,37.58688356315038
2015-02-19,37.199210774914185
2015-02-20,37.48351005150841
2015-02-23,37.64720567230996
2015-02-24,38.03486024124805
2015-02-25,37.86256941221717
2015-02-26,37.89702463503233
2015-02-27,38.01763673427424
2015-03-02,37.62134177929859
2015-03-03,37.52657833127871
2015-03-04,37.05276323229319
2015-03-05,37.104455551201774
2015-03-06,37.044152148423784
2015-03-09,36.34634012951518
2015-03-10,36.48417702615523
2015-03-11,36.44972205500726
2015-03-12,35.605461650661994
2015-03-13,35.062718159765986
2015-03-16,35.72606972443525
2015-03-17,35.639911931835144
2015-03-18,35.6916073113899
2015-03-19,36.40664812415059
2015-03-20,36.66509586950304
2015-03-23,36.940772254440816
2015-03-24,36.854622603159875
2015-03-25,36.97523037474595
2015-03-26,35.51069576901515
2015-03-27,35.42453656758372
2015-03-30,35.407332487690276
2015-03-31,35.131641207451686
2015-04-01,34.976570842825026
2015-04-02,35.02825804884249
2015-04-06,34.75257864191811
2015-04-07,35.8466690191497
2015-04-08,35.71745530910481
2015-04-09,35.5365450393163
2015-04-10,35.86389857235976
2015-04-13,35.665749305352676
2015-04-14,36.01035200026359
2015-04-15,35.975897003266965
2015-04-16,36.13957931327472
2015-04-17,35.898355755400786
2015-04-20,35.95005316164318
2015-04-21,37.04415404792706
2015-04-22,36.75985350577619
2015-04-23,36.94939078440526
2015-04-24,39.335712803765546
2015-04-27,40.68825251951957
2015-04-28,41.16207728173954
2015-04-29,41.97188602132248
2015-04-30,41.9546486039958
2015-05-01,41.85126746348492
2015-05-04,41.670356433284894
2015-05-05,41.19653301063128
2015-05-06,40.9811678257818
2015-05-07,39.861232397790495
2015-05-08,40.96392766525146
2015-05-11,40.96394103479891
2015-05-12,40.3608839506495
2015-05-13,41.51528544019653
2015-05-14,41.377446656016964
2015-05-15,42.10110794757704
2015-05-18,41.334378159174776
2015-05-19,41.23883759750606
2015-05-20,41.09143044880427
2015-05-21,40.99603949478201
2015-05-22,41.01338777857979
2015-05-26,40.60585405216567
2015-05-27,40.597174720137424
2015-05-28,41.186809380022865
2015-05-29,41.126107837448416
2015-06-01,40.805286304862605
2015-06-02,40.69255642408302
2015-06-03,41.074079326286686
2015-06-04,40.57117538322223
2015-06-05,40.1549716843239
2015-06-08,40.14628749951228
2015-06-09,39.67806456586887
2015-06-10,39.70407845718472
2015-06-11,40.45844208788251
2015-06-12,40.076925833329106
2015-06-15,39.409264374632066
2015-06-16,39.32255174807657
2015-06-17,39.652050013176066
2015-06-18,40.076922297374395
2015-06-19,40.57116442218661
2015-06-22,40.17229756760291
2015-06-23,39.998889342809
2015-06-24,39.60002441477109
2015-06-25,39.912179425766496
2015-06-26,39.58268638541637
2015-06-29,39.05375351290229
2015-06-30,38.767619702630554
2015-07-01,38.550852374125604
2015-07-02,38.568182960103755
2015-07-06,38.117308791829934
2015-07-07,38.44679760778733
2015-07-08,38.53350764852522
2015-07-09,38.802297532502685
2015-07-10,39.027753969422506
2015-07-13,39.00174032127578
2015-07-14,39.40925973141526
2015-07-15,39.60870453044881
2015-07-16,39.89483630021157
2015-07-17,40.36306719711695
2015-07-20,40.44977214854242
2015-07-21,40.562491292781274
2015-07-22,39.400601259986566
2015-07-23,39.25318832391464
2015-07-24,39.80813293038212
2015-07-27,39.83412364699249
2015-07-28,39.52199558732483
2015-07-29,39.36591276375505
2015-07-30,40.11161328200961
2015-07-31,41.00472101766262
2015-08-03,40.735920064400666
2015-08-04,40.53648656759581
2015-08-05,41.60301412778918
2015-08-06,41.36889217149125
2015-08-07,40.224336858939594
2015-08-10,40.70989906711827
2015-08-11,40.59718335942626
