Date,Open
,JPM
2015-01-02,46.71517739842575
2015-01-05,46.62502642388904
2015-01-06,45.55819860332347
2015-01-07,44.99472302077873
2015-01-08,45.054824979269426
2015-01-09,45.61830041712155
2015-01-12,44.536438408399455
2015-01-13,44.521415618943045
2015-01-14,44.205868363820585
2015-01-15,41.86936821514352
2015-01-16,41.06548850285955
2015-01-20,42.10226652354475
2015-01-21,41.659000477496726
2015-01-22,42.35769845150663
2015-01-23,43.36443355222678
2015-01-26,42.38023876322179
2015-01-27,42.109774761508874
2015-01-28,42.53800516783368
2015-01-29,41.52377331740904
2015-01-30,41.31340478393415
2015-02-02,40.96780882571921
2015-02-03,42.004587076884356
2015-02-04,42.312621948784134
2015-02-05,42.71831959691428
2015-02-06,43.38697308546214
2015-02-09,43.13905434624162
2015-02-10,43.890327373475685
2015-02-11,43.619877619058926
2015-02-12,44.27349338414465
2015-02-13,44.671667169215496
2015-02-17,44.59654749859313
2015-02-18,45.152494447638226
2015-02-19,44.43878442603647
2015-02-20,44.29603303103614
2015-02-23,44.70172579222619
2015-02-24,45.265193245589856
2015-02-25,45.64834329762008
2015-02-26,45.85120038046544
2015-02-27,45.92633263606336
2015-03-02,46.03900960342244
2015-03-03,46.317002578319546
2015-03-04,46.30949058298926
2015-03-05,46.7301954156191
2015-03-06,46.70015547038239
2015-03-09,45.70844901779125
2015-03-10,45.64834852866184
2015-03-11,45.17502906978749
2015-03-12,45.56570955344883
2015-03-13,46.1291644819578
2015-03-16,46.20430445886005
2015-03-17,46.0840968394096
2015-03-18,46.121667096667515
2015-03-19,46.25689246983673
2015-03-20,46.06907705507036
2015-03-23,46.392121074649026
2015-03-24,45.80612528304847
2015-03-25,45.475547683843565
2015-03-26,44.671672655948875
2015-03-27,44.694205173401116
2015-03-30,45.73850520332036
2015-03-31,45.618302637606746
2015-04-01,45.68706189643286
2015-04-02,45.42991669301176
2015-04-06,45.31647536668482
2015-04-07,46.24671221722059
2015-04-08,46.178638358733295
2015-04-09,46.337470357975064
2015-04-10,46.39796930652155
2015-04-13,46.61727631039206
2015-04-14,47.61558620397195
2015-04-15,47.70633442159525
2015-04-16,48.462619622922055
2015-04-17,47.834901978852955
2015-04-20,47.812205538871886
2015-04-21,47.89540965014435
2015-04-22,47.38113253904601
2015-04-23,47.4870139392987
2015-04-24,47.366001760009176
2015-04-27,47.418948919914875
2015-04-28,47.2601310578487
2015-04-29,47.31307705579855
2015-04-30,48.08448534506679
2015-05-01,48.175228061528856
2015-05-04,48.1600974419208
2015-05-05,48.78781958511683
